"pF","vol_water_perc","EC_kit","site","transect","kPa"
4.455,28.25,"K011","OWC","transition",2851.02
4.475,28.07,"K011","OWC","transition",2985.38
4.495,27.9,"K011","OWC","transition",3126.08
4.515,27.72,"K011","OWC","transition",3273.41
4.535,27.55,"K011","OWC","transition",3427.68
4.555,27.37,"K011","OWC","transition",3589.22
4.575,27.2,"K011","OWC","transition",3758.37
4.595,27.03,"K011","OWC","transition",3935.5
4.615,26.85,"K011","OWC","transition",4120.98
4.635,26.69,"K011","OWC","transition",4315.19
4.655,26.52,"K011","OWC","transition",4518.56
4.675,26.35,"K011","OWC","transition",4731.51
4.695,26.18,"K011","OWC","transition",4954.5
4.715,26.02,"K011","OWC","transition",5188
4.735,25.85,"K011","OWC","transition",5432.5
4.756,25.69,"K011","OWC","transition",5701.64
4.776,25.53,"K011","OWC","transition",5970.35
4.796,25.36,"K011","OWC","transition",6251.73
4.816,25.2,"K011","OWC","transition",6546.36
4.836,25.04,"K011","OWC","transition",6854.88
4.856,24.89,"K011","OWC","transition",7177.94
4.876,24.73,"K011","OWC","transition",7516.23
4.896,24.57,"K011","OWC","transition",7870.46
4.916,24.42,"K011","OWC","transition",8241.38
4.936,24.26,"K011","OWC","transition",8629.79
4.956,24.11,"K011","OWC","transition",9036.49
4.976,23.96,"K011","OWC","transition",9462.37
4.996,23.81,"K011","OWC","transition",9908.32
5.016,23.65,"K011","OWC","transition",10375.28
5.036,23.51,"K011","OWC","transition",10864.26
5.056,23.36,"K011","OWC","transition",11376.27
5.076,23.21,"K011","OWC","transition",11912.42
5.096,23.06,"K011","OWC","transition",12473.84
5.116,22.92,"K011","OWC","transition",13061.71
5.136,22.77,"K011","OWC","transition",13677.29
5.156,22.63,"K011","OWC","transition",14321.88
5.176,22.48,"K011","OWC","transition",14996.85
5.196,22.34,"K011","OWC","transition",15703.63
5.216,22.2,"K011","OWC","transition",16443.72
5.236,22.06,"K011","OWC","transition",17218.69
5.257,21.92,"K011","OWC","transition",18071.74
5.277,21.78,"K011","OWC","transition",18923.44
5.297,21.64,"K011","OWC","transition",19815.27
5.317,21.51,"K011","OWC","transition",20749.14
5.337,21.37,"K011","OWC","transition",21727.01
5.357,21.24,"K011","OWC","transition",22750.97
5.377,21.1,"K011","OWC","transition",23823.19
5.397,20.97,"K011","OWC","transition",24945.95
5.417,20.84,"K011","OWC","transition",26121.61
5.437,20.7,"K011","OWC","transition",27352.69
5.457,20.57,"K011","OWC","transition",28641.78
5.477,20.44,"K011","OWC","transition",29991.63
5.497,20.31,"K011","OWC","transition",31405.09
5.517,20.19,"K011","OWC","transition",32885.16
5.537,20.06,"K011","OWC","transition",34434.99
5.557,19.93,"K011","OWC","transition",36057.86
5.577,19.8,"K011","OWC","transition",37757.22
5.597,19.68,"K011","OWC","transition",39536.66
5.617,19.55,"K011","OWC","transition",41399.97
5.637,19.43,"K011","OWC","transition",43351.09
5.657,19.31,"K011","OWC","transition",45394.16
5.677,19.19,"K011","OWC","transition",47533.52
5.697,19.06,"K011","OWC","transition",49773.71
5.717,18.94,"K011","OWC","transition",52119.47
5.737,18.82,"K011","OWC","transition",54575.79
5.758,18.71,"K011","OWC","transition",57279.6
5.778,18.59,"K011","OWC","transition",59979.11
5.798,18.47,"K011","OWC","transition",62805.84
5.818,18.35,"K011","OWC","transition",65765.78
5.838,18.24,"K011","OWC","transition",68865.23
5.858,18.12,"K011","OWC","transition",72110.75
5.878,18.01,"K011","OWC","transition",75509.22
5.898,17.89,"K011","OWC","transition",79067.86
5.918,17.78,"K011","OWC","transition",82794.22
5.938,17.67,"K011","OWC","transition",86696.19
5.958,17.56,"K011","OWC","transition",90782.05
5.978,17.44,"K011","OWC","transition",95060.48
5.998,17.33,"K011","OWC","transition",99540.54
6.018,17.22,"K011","OWC","transition",104231.74
6.038,17.12,"K011","OWC","transition",109144.03
6.058,17.01,"K011","OWC","transition",114287.83
6.078,16.9,"K011","OWC","transition",119674.05
6.098,16.79,"K011","OWC","transition",125314.12
6.118,16.69,"K011","OWC","transition",131219.99
6.138,16.58,"K011","OWC","transition",137404.2
6.158,16.48,"K011","OWC","transition",143879.86
6.178,16.37,"K011","OWC","transition",150660.71
6.198,16.27,"K011","OWC","transition",157761.13
6.218,16.17,"K011","OWC","transition",165196.18
6.238,16.06,"K011","OWC","transition",172981.64
6.259,15.96,"K011","OWC","transition",181551.57
6.279,15.86,"K011","OWC","transition",190107.83
6.299,15.76,"K011","OWC","transition",199067.33
6.319,15.66,"K011","OWC","transition",208449.09
6.339,15.56,"K011","OWC","transition",218272.99
6.359,15.46,"K011","OWC","transition",228559.88
6.379,15.37,"K011","OWC","transition",239331.58
6.399,15.27,"K011","OWC","transition",250610.93
6.419,15.17,"K011","OWC","transition",262421.85
6.439,15.08,"K011","OWC","transition",274789.42
6.459,14.98,"K011","OWC","transition",287739.84
6.479,14.89,"K011","OWC","transition",301300.6
6.499,14.79,"K011","OWC","transition",315500.46
6.519,14.7,"K011","OWC","transition",330369.54
6.539,14.61,"K011","OWC","transition",345939.38
6.559,14.51,"K011","OWC","transition",362243
6.579,14.42,"K011","OWC","transition",379314.98
6.599,14.33,"K011","OWC","transition",397191.55
6.619,14.24,"K011","OWC","transition",415910.61
6.639,14.15,"K011","OWC","transition",435511.87
6.659,14.06,"K011","OWC","transition",456036.92
6.679,13.97,"K011","OWC","transition",477529.27
6.699,13.88,"K011","OWC","transition",500034.53
6.719,13.79,"K011","OWC","transition",523600.44
6.739,13.71,"K011","OWC","transition",548276.96
6.76,13.62,"K011","OWC","transition",575439.94
6.78,13.53,"K011","OWC","transition",602559.59
6.8,13.45,"K011","OWC","transition",630957.34
6.82,13.36,"K011","OWC","transition",660693.45
6.84,13.28,"K011","OWC","transition",691830.97
6.86,13.2,"K011","OWC","transition",724435.96
6.88,13.11,"K011","OWC","transition",758577.58
6.9,13.03,"K011","OWC","transition",794328.23
6.92,12.95,"K011","OWC","transition",831763.77
6.94,12.86,"K011","OWC","transition",870963.59
6.96,12.78,"K011","OWC","transition",912010.84
6.98,12.7,"K011","OWC","transition",954992.59
7,12.62,"K011","OWC","transition",1e+06
-3,37.51,"K011","OWC","upland",0
-2.98,37.51,"K011","OWC","upland",0
-2.96,37.51,"K011","OWC","upland",0
-2.94,37.51,"K011","OWC","upland",0
-2.92,37.51,"K011","OWC","upland",0
-2.9,37.51,"K011","OWC","upland",0
-2.88,37.51,"K011","OWC","upland",0
-2.86,37.51,"K011","OWC","upland",0
-2.84,37.51,"K011","OWC","upland",0
-2.82,37.51,"K011","OWC","upland",0
-2.8,37.51,"K011","OWC","upland",0
-2.78,37.51,"K011","OWC","upland",0
-2.76,37.51,"K011","OWC","upland",0
-2.739,37.51,"K011","OWC","upland",0
-2.719,37.51,"K011","OWC","upland",0
-2.699,37.51,"K011","OWC","upland",0
-2.679,37.51,"K011","OWC","upland",0
-2.659,37.51,"K011","OWC","upland",0
-2.639,37.51,"K011","OWC","upland",0
-2.619,37.51,"K011","OWC","upland",0
-2.599,37.51,"K011","OWC","upland",0
-2.579,37.51,"K011","OWC","upland",0
-2.559,37.51,"K011","OWC","upland",0
-2.539,37.51,"K011","OWC","upland",0
-2.519,37.51,"K011","OWC","upland",0
-2.499,37.51,"K011","OWC","upland",0
-2.479,37.51,"K011","OWC","upland",0
-2.459,37.51,"K011","OWC","upland",0
-2.439,37.51,"K011","OWC","upland",0
-2.419,37.51,"K011","OWC","upland",0
-2.399,37.51,"K011","OWC","upland",0
-2.379,37.51,"K011","OWC","upland",0
-2.359,37.51,"K011","OWC","upland",0
-2.339,37.51,"K011","OWC","upland",0
-2.319,37.51,"K011","OWC","upland",0
-2.299,37.51,"K011","OWC","upland",0
-2.279,37.51,"K011","OWC","upland",0
-2.259,37.51,"K011","OWC","upland",0
-2.238,37.51,"K011","OWC","upland",0
-2.218,37.51,"K011","OWC","upland",0
-2.198,37.51,"K011","OWC","upland",0
-2.178,37.51,"K011","OWC","upland",0
-2.158,37.51,"K011","OWC","upland",0
-2.138,37.51,"K011","OWC","upland",0
-2.118,37.51,"K011","OWC","upland",0
-2.098,37.5,"K011","OWC","upland",0
-2.078,37.5,"K011","OWC","upland",0
-2.058,37.5,"K011","OWC","upland",0
-2.038,37.5,"K011","OWC","upland",0
-2.018,37.5,"K011","OWC","upland",0
-1.998,37.5,"K011","OWC","upland",0
-1.978,37.5,"K011","OWC","upland",0
-1.958,37.5,"K011","OWC","upland",0
-1.938,37.5,"K011","OWC","upland",0
-1.918,37.5,"K011","OWC","upland",0
-1.898,37.5,"K011","OWC","upland",0
-1.878,37.5,"K011","OWC","upland",0
-1.858,37.5,"K011","OWC","upland",0
-1.838,37.5,"K011","OWC","upland",0
-1.818,37.5,"K011","OWC","upland",0
-1.798,37.5,"K011","OWC","upland",0
-1.778,37.5,"K011","OWC","upland",0
-1.758,37.5,"K011","OWC","upland",0
-1.737,37.5,"K011","OWC","upland",0
-1.717,37.5,"K011","OWC","upland",0
-1.697,37.5,"K011","OWC","upland",0
-1.677,37.5,"K011","OWC","upland",0
-1.657,37.5,"K011","OWC","upland",0
-1.637,37.5,"K011","OWC","upland",0
-1.617,37.5,"K011","OWC","upland",0
-1.597,37.49,"K011","OWC","upland",0
-1.577,37.49,"K011","OWC","upland",0
-1.557,37.49,"K011","OWC","upland",0
-1.537,37.49,"K011","OWC","upland",0
-1.517,37.49,"K011","OWC","upland",0
-1.497,37.49,"K011","OWC","upland",0
-1.477,37.49,"K011","OWC","upland",0
-1.457,37.49,"K011","OWC","upland",0
-1.437,37.49,"K011","OWC","upland",0
-1.417,37.49,"K011","OWC","upland",0
-1.397,37.49,"K011","OWC","upland",0
-1.377,37.48,"K011","OWC","upland",0
-1.357,37.48,"K011","OWC","upland",0
-1.337,37.48,"K011","OWC","upland",0
-1.317,37.48,"K011","OWC","upland",0
-1.297,37.48,"K011","OWC","upland",0.01
-1.277,37.48,"K011","OWC","upland",0.01
-1.257,37.48,"K011","OWC","upland",0.01
-1.236,37.47,"K011","OWC","upland",0.01
-1.216,37.47,"K011","OWC","upland",0.01
-1.196,37.47,"K011","OWC","upland",0.01
-1.176,37.47,"K011","OWC","upland",0.01
-1.156,37.47,"K011","OWC","upland",0.01
-1.136,37.46,"K011","OWC","upland",0.01
-1.116,37.46,"K011","OWC","upland",0.01
-1.096,37.46,"K011","OWC","upland",0.01
-1.076,37.45,"K011","OWC","upland",0.01
-1.056,37.45,"K011","OWC","upland",0.01
-1.036,37.45,"K011","OWC","upland",0.01
-1.016,37.45,"K011","OWC","upland",0.01
-0.996,37.44,"K011","OWC","upland",0.01
-0.976,37.44,"K011","OWC","upland",0.01
-0.956,37.44,"K011","OWC","upland",0.01
-0.936,37.43,"K011","OWC","upland",0.01
-0.916,37.43,"K011","OWC","upland",0.01
-0.896,37.42,"K011","OWC","upland",0.01
-0.876,37.42,"K011","OWC","upland",0.01
-0.856,37.41,"K011","OWC","upland",0.01
-0.836,37.41,"K011","OWC","upland",0.01
-0.816,37.4,"K011","OWC","upland",0.02
-0.796,37.4,"K011","OWC","upland",0.02
-0.776,37.39,"K011","OWC","upland",0.02
-0.756,37.38,"K011","OWC","upland",0.02
-0.735,37.38,"K011","OWC","upland",0.02
-0.715,37.37,"K011","OWC","upland",0.02
-0.695,37.36,"K011","OWC","upland",0.02
-0.675,37.36,"K011","OWC","upland",0.02
-0.655,37.35,"K011","OWC","upland",0.02
-0.635,37.34,"K011","OWC","upland",0.02
-0.615,37.33,"K011","OWC","upland",0.02
-0.595,37.32,"K011","OWC","upland",0.03
-0.575,37.31,"K011","OWC","upland",0.03
-0.555,37.3,"K011","OWC","upland",0.03
-0.535,37.29,"K011","OWC","upland",0.03
-0.515,37.28,"K011","OWC","upland",0.03
-0.495,37.26,"K011","OWC","upland",0.03
-0.475,37.25,"K011","OWC","upland",0.03
-0.455,37.24,"K011","OWC","upland",0.04
-0.435,37.22,"K011","OWC","upland",0.04
-0.415,37.21,"K011","OWC","upland",0.04
-0.395,37.19,"K011","OWC","upland",0.04
-0.375,37.18,"K011","OWC","upland",0.04
-0.355,37.16,"K011","OWC","upland",0.04
-0.335,37.14,"K011","OWC","upland",0.05
-0.315,37.12,"K011","OWC","upland",0.05
-0.295,37.1,"K011","OWC","upland",0.05
-0.275,37.08,"K011","OWC","upland",0.05
-0.255,37.06,"K011","OWC","upland",0.06
-0.234,37.03,"K011","OWC","upland",0.06
-0.214,37.01,"K011","OWC","upland",0.06
-0.194,36.98,"K011","OWC","upland",0.06
-0.174,36.96,"K011","OWC","upland",0.07
-0.154,36.93,"K011","OWC","upland",0.07
-0.134,36.9,"K011","OWC","upland",0.07
-0.114,36.87,"K011","OWC","upland",0.08
-0.094,36.83,"K011","OWC","upland",0.08
-0.074,36.8,"K011","OWC","upland",0.08
-0.054,36.76,"K011","OWC","upland",0.09
-0.034,36.73,"K011","OWC","upland",0.09
-0.014,36.69,"K011","OWC","upland",0.1
0.006,36.65,"K011","OWC","upland",0.1
0.026,36.6,"K011","OWC","upland",0.11
0.046,36.56,"K011","OWC","upland",0.11
0.066,36.51,"K011","OWC","upland",0.12
0.086,36.47,"K011","OWC","upland",0.12
0.106,36.41,"K011","OWC","upland",0.13
0.126,36.36,"K011","OWC","upland",0.13
0.146,36.31,"K011","OWC","upland",0.14
0.166,36.25,"K011","OWC","upland",0.15
0.186,36.19,"K011","OWC","upland",0.15
0.206,36.13,"K011","OWC","upland",0.16
0.226,36.07,"K011","OWC","upland",0.17
0.246,36,"K011","OWC","upland",0.18
0.267,35.93,"K011","OWC","upland",0.18
0.287,35.86,"K011","OWC","upland",0.19
0.307,35.78,"K011","OWC","upland",0.2
0.327,35.71,"K011","OWC","upland",0.21
0.347,35.63,"K011","OWC","upland",0.22
0.367,35.55,"K011","OWC","upland",0.23
0.387,35.46,"K011","OWC","upland",0.24
0.407,35.37,"K011","OWC","upland",0.26
0.427,35.28,"K011","OWC","upland",0.27
0.447,35.19,"K011","OWC","upland",0.28
0.467,35.09,"K011","OWC","upland",0.29
0.487,34.99,"K011","OWC","upland",0.31
0.507,34.89,"K011","OWC","upland",0.32
0.527,34.79,"K011","OWC","upland",0.34
0.547,34.68,"K011","OWC","upland",0.35
0.567,34.57,"K011","OWC","upland",0.37
0.587,34.45,"K011","OWC","upland",0.39
0.607,34.34,"K011","OWC","upland",0.4
0.627,34.22,"K011","OWC","upland",0.42
0.647,34.09,"K011","OWC","upland",0.44
0.667,33.97,"K011","OWC","upland",0.46
0.687,33.84,"K011","OWC","upland",0.49
0.707,33.71,"K011","OWC","upland",0.51
0.727,33.58,"K011","OWC","upland",0.53
0.747,33.44,"K011","OWC","upland",0.56
0.768,33.3,"K011","OWC","upland",0.59
0.788,33.16,"K011","OWC","upland",0.61
0.808,33.02,"K011","OWC","upland",0.64
0.828,32.88,"K011","OWC","upland",0.67
0.848,32.73,"K011","OWC","upland",0.7
0.868,32.58,"K011","OWC","upland",0.74
0.888,32.43,"K011","OWC","upland",0.77
0.908,32.27,"K011","OWC","upland",0.81
0.928,32.12,"K011","OWC","upland",0.85
0.948,31.96,"K011","OWC","upland",0.89
0.968,31.8,"K011","OWC","upland",0.93
0.988,31.64,"K011","OWC","upland",0.97
1.008,31.48,"K011","OWC","upland",1.02
1.028,31.31,"K011","OWC","upland",1.07
1.048,31.15,"K011","OWC","upland",1.12
1.068,30.98,"K011","OWC","upland",1.17
1.088,30.81,"K011","OWC","upland",1.22
1.108,30.64,"K011","OWC","upland",1.28
1.128,30.47,"K011","OWC","upland",1.34
1.148,30.3,"K011","OWC","upland",1.41
1.168,30.13,"K011","OWC","upland",1.47
1.188,29.96,"K011","OWC","upland",1.54
1.208,29.78,"K011","OWC","upland",1.61
1.228,29.61,"K011","OWC","upland",1.69
1.248,29.43,"K011","OWC","upland",1.77
1.269,29.26,"K011","OWC","upland",1.86
1.289,29.08,"K011","OWC","upland",1.95
1.309,28.91,"K011","OWC","upland",2.04
1.329,28.73,"K011","OWC","upland",2.13
1.349,28.56,"K011","OWC","upland",2.23
1.369,28.38,"K011","OWC","upland",2.34
1.389,28.2,"K011","OWC","upland",2.45
1.409,28.03,"K011","OWC","upland",2.56
1.429,27.85,"K011","OWC","upland",2.69
1.449,27.67,"K011","OWC","upland",2.81
1.469,27.5,"K011","OWC","upland",2.94
1.489,27.32,"K011","OWC","upland",3.08
1.509,27.15,"K011","OWC","upland",3.23
1.529,26.97,"K011","OWC","upland",3.38
1.549,26.8,"K011","OWC","upland",3.54
1.569,26.62,"K011","OWC","upland",3.71
1.589,26.45,"K011","OWC","upland",3.88
1.609,26.27,"K011","OWC","upland",4.06
1.629,26.1,"K011","OWC","upland",4.26
1.649,25.93,"K011","OWC","upland",4.46
1.669,25.76,"K011","OWC","upland",4.67
1.689,25.58,"K011","OWC","upland",4.89
1.709,25.41,"K011","OWC","upland",5.12
1.729,25.24,"K011","OWC","upland",5.36
1.749,25.07,"K011","OWC","upland",5.61
1.77,24.9,"K011","OWC","upland",5.89
1.79,24.74,"K011","OWC","upland",6.17
1.81,24.57,"K011","OWC","upland",6.46
1.83,24.4,"K011","OWC","upland",6.76
1.85,24.24,"K011","OWC","upland",7.08
1.87,24.07,"K011","OWC","upland",7.41
1.89,23.91,"K011","OWC","upland",7.76
1.91,23.74,"K011","OWC","upland",8.13
1.93,23.58,"K011","OWC","upland",8.51
1.95,23.42,"K011","OWC","upland",8.91
1.97,23.26,"K011","OWC","upland",9.33
1.99,23.1,"K011","OWC","upland",9.77
2.01,22.94,"K011","OWC","upland",10.23
2.03,22.78,"K011","OWC","upland",10.72
2.05,22.63,"K011","OWC","upland",11.22
2.07,22.47,"K011","OWC","upland",11.75
2.09,22.31,"K011","OWC","upland",12.3
2.11,22.16,"K011","OWC","upland",12.88
2.13,22.01,"K011","OWC","upland",13.49
2.15,21.85,"K011","OWC","upland",14.13
2.17,21.7,"K011","OWC","upland",14.79
2.19,21.55,"K011","OWC","upland",15.49
2.21,21.4,"K011","OWC","upland",16.22
2.23,21.25,"K011","OWC","upland",16.98
2.251,21.1,"K011","OWC","upland",17.82
2.271,20.96,"K011","OWC","upland",18.66
2.291,20.81,"K011","OWC","upland",19.54
2.311,20.66,"K011","OWC","upland",20.46
2.331,20.52,"K011","OWC","upland",21.43
2.351,20.38,"K011","OWC","upland",22.44
2.371,20.23,"K011","OWC","upland",23.5
2.391,20.09,"K011","OWC","upland",24.6
2.411,19.95,"K011","OWC","upland",25.76
2.431,19.81,"K011","OWC","upland",26.98
2.451,19.67,"K011","OWC","upland",28.25
2.471,19.53,"K011","OWC","upland",29.58
2.491,19.4,"K011","OWC","upland",30.97
2.511,19.26,"K011","OWC","upland",32.43
2.531,19.13,"K011","OWC","upland",33.96
2.551,18.99,"K011","OWC","upland",35.56
2.571,18.86,"K011","OWC","upland",37.24
2.591,18.73,"K011","OWC","upland",38.99
2.611,18.59,"K011","OWC","upland",40.83
2.631,18.46,"K011","OWC","upland",42.76
2.651,18.33,"K011","OWC","upland",44.77
2.671,18.21,"K011","OWC","upland",46.88
2.691,18.08,"K011","OWC","upland",49.09
2.711,17.95,"K011","OWC","upland",51.4
2.731,17.82,"K011","OWC","upland",53.83
2.752,17.7,"K011","OWC","upland",56.49
2.772,17.57,"K011","OWC","upland",59.16
2.792,17.45,"K011","OWC","upland",61.94
2.812,17.33,"K011","OWC","upland",64.86
2.832,17.2,"K011","OWC","upland",67.92
2.852,17.08,"K011","OWC","upland",71.12
2.872,16.96,"K011","OWC","upland",74.47
2.892,16.84,"K011","OWC","upland",77.98
2.912,16.72,"K011","OWC","upland",81.66
2.932,16.61,"K011","OWC","upland",85.51
2.952,16.49,"K011","OWC","upland",89.54
2.972,16.37,"K011","OWC","upland",93.76
2.992,16.26,"K011","OWC","upland",98.17
3.012,16.14,"K011","OWC","upland",102.8
3.032,16.03,"K011","OWC","upland",107.65
3.052,15.92,"K011","OWC","upland",112.72
3.072,15.8,"K011","OWC","upland",118.03
3.092,15.69,"K011","OWC","upland",123.59
3.112,15.58,"K011","OWC","upland",129.42
3.132,15.47,"K011","OWC","upland",135.52
3.152,15.36,"K011","OWC","upland",141.91
3.172,15.25,"K011","OWC","upland",148.59
3.192,15.15,"K011","OWC","upland",155.6
3.212,15.04,"K011","OWC","upland",162.93
3.232,14.93,"K011","OWC","upland",170.61
3.253,14.83,"K011","OWC","upland",179.06
3.273,14.72,"K011","OWC","upland",187.5
3.293,14.62,"K011","OWC","upland",196.34
3.313,14.52,"K011","OWC","upland",205.59
3.333,14.41,"K011","OWC","upland",215.28
3.353,14.31,"K011","OWC","upland",225.42
3.373,14.21,"K011","OWC","upland",236.05
3.393,14.11,"K011","OWC","upland",247.17
3.413,14.01,"K011","OWC","upland",258.82
3.433,13.91,"K011","OWC","upland",271.02
3.453,13.81,"K011","OWC","upland",283.79
3.473,13.72,"K011","OWC","upland",297.17
3.493,13.62,"K011","OWC","upland",311.17
3.513,13.52,"K011","OWC","upland",325.84
3.533,13.43,"K011","OWC","upland",341.19
3.553,13.33,"K011","OWC","upland",357.27
3.573,13.24,"K011","OWC","upland",374.11
3.593,13.15,"K011","OWC","upland",391.74
3.613,13.05,"K011","OWC","upland",410.2
3.633,12.96,"K011","OWC","upland",429.54
3.653,12.87,"K011","OWC","upland",449.78
3.673,12.78,"K011","OWC","upland",470.98
3.693,12.69,"K011","OWC","upland",493.17
3.713,12.6,"K011","OWC","upland",516.42
3.733,12.51,"K011","OWC","upland",540.75
3.754,12.42,"K011","OWC","upland",567.54
3.774,12.33,"K011","OWC","upland",594.29
3.794,12.25,"K011","OWC","upland",622.3
3.814,12.16,"K011","OWC","upland",651.63
3.834,12.07,"K011","OWC","upland",682.34
3.854,11.99,"K011","OWC","upland",714.5
3.874,11.9,"K011","OWC","upland",748.17
3.894,11.82,"K011","OWC","upland",783.43
3.914,11.74,"K011","OWC","upland",820.35
3.934,11.65,"K011","OWC","upland",859.01
3.954,11.57,"K011","OWC","upland",899.5
3.974,11.49,"K011","OWC","upland",941.89
3.994,11.41,"K011","OWC","upland",986.28
4.014,11.33,"K011","OWC","upland",1032.76
4.034,11.25,"K011","OWC","upland",1081.43
4.054,11.17,"K011","OWC","upland",1132.4
4.074,11.09,"K011","OWC","upland",1185.77
4.094,11.01,"K011","OWC","upland",1241.65
4.114,10.93,"K011","OWC","upland",1300.17
4.134,10.86,"K011","OWC","upland",1361.44
4.154,10.78,"K011","OWC","upland",1425.61
4.174,10.7,"K011","OWC","upland",1492.79
4.194,10.63,"K011","OWC","upland",1563.15
4.214,10.55,"K011","OWC","upland",1636.82
4.234,10.48,"K011","OWC","upland",1713.96
4.255,10.4,"K011","OWC","upland",1798.87
4.275,10.33,"K011","OWC","upland",1883.65
4.295,10.26,"K011","OWC","upland",1972.42
4.315,10.18,"K011","OWC","upland",2065.38
4.335,10.11,"K011","OWC","upland",2162.72
4.355,10.04,"K011","OWC","upland",2264.64
4.375,9.97,"K011","OWC","upland",2371.37
4.395,9.9,"K011","OWC","upland",2483.13
4.415,9.83,"K011","OWC","upland",2600.16
4.435,9.76,"K011","OWC","upland",2722.7
4.455,9.69,"K011","OWC","upland",2851.02
4.475,9.62,"K011","OWC","upland",2985.38
4.495,9.55,"K011","OWC","upland",3126.08
4.515,9.49,"K011","OWC","upland",3273.41
4.535,9.42,"K011","OWC","upland",3427.68
4.555,9.35,"K011","OWC","upland",3589.22
4.575,9.29,"K011","OWC","upland",3758.37
4.595,9.22,"K011","OWC","upland",3935.5
4.615,9.16,"K011","OWC","upland",4120.98
4.635,9.09,"K011","OWC","upland",4315.19
4.655,9.03,"K011","OWC","upland",4518.56
4.675,8.96,"K011","OWC","upland",4731.51
4.695,8.9,"K011","OWC","upland",4954.5
4.715,8.84,"K011","OWC","upland",5188
4.735,8.78,"K011","OWC","upland",5432.5
4.756,8.71,"K011","OWC","upland",5701.64
4.776,8.65,"K011","OWC","upland",5970.35
4.796,8.59,"K011","OWC","upland",6251.73
4.816,8.53,"K011","OWC","upland",6546.36
4.836,8.47,"K011","OWC","upland",6854.88
4.856,8.41,"K011","OWC","upland",7177.94
4.876,8.35,"K011","OWC","upland",7516.23
4.896,8.29,"K011","OWC","upland",7870.46
4.916,8.23,"K011","OWC","upland",8241.38
4.936,8.17,"K011","OWC","upland",8629.79
4.956,8.12,"K011","OWC","upland",9036.49
4.976,8.06,"K011","OWC","upland",9462.37
4.996,8,"K011","OWC","upland",9908.32
5.016,7.95,"K011","OWC","upland",10375.28
5.036,7.89,"K011","OWC","upland",10864.26
5.056,7.83,"K011","OWC","upland",11376.27
5.076,7.78,"K011","OWC","upland",11912.42
5.096,7.72,"K011","OWC","upland",12473.84
5.116,7.67,"K011","OWC","upland",13061.71
5.136,7.62,"K011","OWC","upland",13677.29
5.156,7.56,"K011","OWC","upland",14321.88
5.176,7.51,"K011","OWC","upland",14996.85
5.196,7.46,"K011","OWC","upland",15703.63
5.216,7.4,"K011","OWC","upland",16443.72
5.236,7.35,"K011","OWC","upland",17218.69
5.257,7.3,"K011","OWC","upland",18071.74
5.277,7.25,"K011","OWC","upland",18923.44
5.297,7.2,"K011","OWC","upland",19815.27
5.317,7.14,"K011","OWC","upland",20749.14
5.337,7.09,"K011","OWC","upland",21727.01
5.357,7.04,"K011","OWC","upland",22750.97
5.377,6.99,"K011","OWC","upland",23823.19
5.397,6.94,"K011","OWC","upland",24945.95
5.417,6.9,"K011","OWC","upland",26121.61
5.437,6.85,"K011","OWC","upland",27352.69
5.457,6.8,"K011","OWC","upland",28641.78
5.477,6.75,"K011","OWC","upland",29991.63
5.497,6.7,"K011","OWC","upland",31405.09
5.517,6.66,"K011","OWC","upland",32885.16
5.537,6.61,"K011","OWC","upland",34434.99
5.557,6.56,"K011","OWC","upland",36057.86
5.577,6.52,"K011","OWC","upland",37757.22
5.597,6.47,"K011","OWC","upland",39536.66
5.617,6.42,"K011","OWC","upland",41399.97
5.637,6.38,"K011","OWC","upland",43351.09
5.657,6.33,"K011","OWC","upland",45394.16
5.677,6.29,"K011","OWC","upland",47533.52
5.697,6.24,"K011","OWC","upland",49773.71
5.717,6.2,"K011","OWC","upland",52119.47
5.737,6.16,"K011","OWC","upland",54575.79
5.758,6.11,"K011","OWC","upland",57279.6
5.778,6.07,"K011","OWC","upland",59979.11
5.798,6.03,"K011","OWC","upland",62805.84
5.818,5.98,"K011","OWC","upland",65765.78
5.838,5.94,"K011","OWC","upland",68865.23
5.858,5.9,"K011","OWC","upland",72110.75
5.878,5.86,"K011","OWC","upland",75509.22
5.898,5.82,"K011","OWC","upland",79067.86
5.918,5.78,"K011","OWC","upland",82794.22
5.938,5.73,"K011","OWC","upland",86696.19
5.958,5.69,"K011","OWC","upland",90782.05
5.978,5.65,"K011","OWC","upland",95060.48
5.998,5.61,"K011","OWC","upland",99540.54
6.018,5.57,"K011","OWC","upland",104231.74
6.038,5.54,"K011","OWC","upland",109144.03
6.058,5.5,"K011","OWC","upland",114287.83
6.078,5.46,"K011","OWC","upland",119674.05
6.098,5.42,"K011","OWC","upland",125314.12
6.118,5.38,"K011","OWC","upland",131219.99
6.138,5.34,"K011","OWC","upland",137404.2
6.158,5.3,"K011","OWC","upland",143879.86
6.178,5.27,"K011","OWC","upland",150660.71
6.198,5.23,"K011","OWC","upland",157761.13
6.218,5.19,"K011","OWC","upland",165196.18
6.238,5.16,"K011","OWC","upland",172981.64
6.259,5.12,"K011","OWC","upland",181551.57
6.279,5.08,"K011","OWC","upland",190107.83
6.299,5.05,"K011","OWC","upland",199067.33
6.319,5.01,"K011","OWC","upland",208449.09
6.339,4.98,"K011","OWC","upland",218272.99
6.359,4.94,"K011","OWC","upland",228559.88
6.379,4.91,"K011","OWC","upland",239331.58
6.399,4.87,"K011","OWC","upland",250610.93
