"pF","vol_water_perc","EC_kit","site","transect","kPa"
-0.214,41.77,"K004","PR","upland",0.06
-0.194,41.72,"K004","PR","upland",0.06
-0.174,41.66,"K004","PR","upland",0.07
-0.154,41.61,"K004","PR","upland",0.07
-0.134,41.55,"K004","PR","upland",0.07
-0.114,41.49,"K004","PR","upland",0.08
-0.094,41.43,"K004","PR","upland",0.08
-0.074,41.37,"K004","PR","upland",0.08
-0.054,41.3,"K004","PR","upland",0.09
-0.034,41.23,"K004","PR","upland",0.09
-0.014,41.16,"K004","PR","upland",0.1
0.006,41.09,"K004","PR","upland",0.1
0.026,41.01,"K004","PR","upland",0.11
0.046,40.93,"K004","PR","upland",0.11
0.066,40.85,"K004","PR","upland",0.12
0.086,40.76,"K004","PR","upland",0.12
0.106,40.68,"K004","PR","upland",0.13
0.126,40.59,"K004","PR","upland",0.13
0.146,40.5,"K004","PR","upland",0.14
0.166,40.4,"K004","PR","upland",0.15
0.186,40.31,"K004","PR","upland",0.15
0.206,40.21,"K004","PR","upland",0.16
0.226,40.1,"K004","PR","upland",0.17
0.246,40,"K004","PR","upland",0.18
0.267,39.89,"K004","PR","upland",0.18
0.287,39.78,"K004","PR","upland",0.19
0.307,39.67,"K004","PR","upland",0.2
0.327,39.55,"K004","PR","upland",0.21
0.347,39.43,"K004","PR","upland",0.22
0.367,39.31,"K004","PR","upland",0.23
0.387,39.19,"K004","PR","upland",0.24
0.407,39.06,"K004","PR","upland",0.26
0.427,38.93,"K004","PR","upland",0.27
0.447,38.8,"K004","PR","upland",0.28
0.467,38.67,"K004","PR","upland",0.29
0.487,38.53,"K004","PR","upland",0.31
0.507,38.39,"K004","PR","upland",0.32
0.527,38.25,"K004","PR","upland",0.34
0.547,38.11,"K004","PR","upland",0.35
0.567,37.97,"K004","PR","upland",0.37
0.587,37.82,"K004","PR","upland",0.39
0.607,37.67,"K004","PR","upland",0.4
0.627,37.52,"K004","PR","upland",0.42
0.647,37.37,"K004","PR","upland",0.44
0.667,37.22,"K004","PR","upland",0.46
0.687,37.06,"K004","PR","upland",0.49
0.707,36.91,"K004","PR","upland",0.51
0.727,36.75,"K004","PR","upland",0.53
0.747,36.59,"K004","PR","upland",0.56
0.768,36.43,"K004","PR","upland",0.59
0.788,36.27,"K004","PR","upland",0.61
0.808,36.11,"K004","PR","upland",0.64
0.828,35.94,"K004","PR","upland",0.67
0.848,35.78,"K004","PR","upland",0.7
0.868,35.61,"K004","PR","upland",0.74
0.888,35.45,"K004","PR","upland",0.77
0.908,35.28,"K004","PR","upland",0.81
0.928,35.11,"K004","PR","upland",0.85
0.948,34.94,"K004","PR","upland",0.89
0.968,34.77,"K004","PR","upland",0.93
0.988,34.6,"K004","PR","upland",0.97
1.008,34.43,"K004","PR","upland",1.02
1.028,34.26,"K004","PR","upland",1.07
1.048,34.09,"K004","PR","upland",1.12
1.068,33.92,"K004","PR","upland",1.17
1.088,33.75,"K004","PR","upland",1.22
1.108,33.58,"K004","PR","upland",1.28
1.128,33.41,"K004","PR","upland",1.34
1.148,33.23,"K004","PR","upland",1.41
1.168,33.06,"K004","PR","upland",1.47
1.188,32.89,"K004","PR","upland",1.54
1.208,32.72,"K004","PR","upland",1.61
1.228,32.55,"K004","PR","upland",1.69
1.248,32.38,"K004","PR","upland",1.77
1.269,32.21,"K004","PR","upland",1.86
1.289,32.04,"K004","PR","upland",1.95
1.309,31.87,"K004","PR","upland",2.04
1.329,31.69,"K004","PR","upland",2.13
1.349,31.53,"K004","PR","upland",2.23
1.369,31.36,"K004","PR","upland",2.34
1.389,31.19,"K004","PR","upland",2.45
1.409,31.02,"K004","PR","upland",2.56
1.429,30.85,"K004","PR","upland",2.69
1.449,30.68,"K004","PR","upland",2.81
1.469,30.51,"K004","PR","upland",2.94
1.489,30.35,"K004","PR","upland",3.08
1.509,30.18,"K004","PR","upland",3.23
1.529,30.02,"K004","PR","upland",3.38
1.549,29.85,"K004","PR","upland",3.54
1.569,29.69,"K004","PR","upland",3.71
1.589,29.52,"K004","PR","upland",3.88
1.609,29.36,"K004","PR","upland",4.06
1.629,29.2,"K004","PR","upland",4.26
1.649,29.03,"K004","PR","upland",4.46
1.669,28.87,"K004","PR","upland",4.67
1.689,28.71,"K004","PR","upland",4.89
1.709,28.55,"K004","PR","upland",5.12
1.729,28.39,"K004","PR","upland",5.36
1.749,28.23,"K004","PR","upland",5.61
1.77,28.08,"K004","PR","upland",5.89
1.79,27.92,"K004","PR","upland",6.17
1.81,27.76,"K004","PR","upland",6.46
1.83,27.61,"K004","PR","upland",6.76
1.85,27.45,"K004","PR","upland",7.08
1.87,27.3,"K004","PR","upland",7.41
1.89,27.14,"K004","PR","upland",7.76
1.91,26.99,"K004","PR","upland",8.13
1.93,26.84,"K004","PR","upland",8.51
1.95,26.69,"K004","PR","upland",8.91
1.97,26.54,"K004","PR","upland",9.33
1.99,26.39,"K004","PR","upland",9.77
2.01,26.24,"K004","PR","upland",10.23
2.03,26.09,"K004","PR","upland",10.72
2.05,25.94,"K004","PR","upland",11.22
2.07,25.79,"K004","PR","upland",11.75
2.09,25.65,"K004","PR","upland",12.3
2.11,25.5,"K004","PR","upland",12.88
2.13,25.36,"K004","PR","upland",13.49
2.15,25.21,"K004","PR","upland",14.13
2.17,25.07,"K004","PR","upland",14.79
2.19,24.93,"K004","PR","upland",15.49
2.21,24.79,"K004","PR","upland",16.22
2.23,24.65,"K004","PR","upland",16.98
2.251,24.51,"K004","PR","upland",17.82
2.271,24.37,"K004","PR","upland",18.66
2.291,24.23,"K004","PR","upland",19.54
2.311,24.09,"K004","PR","upland",20.46
2.331,23.95,"K004","PR","upland",21.43
2.351,23.82,"K004","PR","upland",22.44
2.371,23.68,"K004","PR","upland",23.5
2.391,23.55,"K004","PR","upland",24.6
2.411,23.41,"K004","PR","upland",25.76
2.431,23.28,"K004","PR","upland",26.98
2.451,23.15,"K004","PR","upland",28.25
2.471,23.01,"K004","PR","upland",29.58
2.491,22.88,"K004","PR","upland",30.97
2.511,22.75,"K004","PR","upland",32.43
2.531,22.62,"K004","PR","upland",33.96
2.551,22.49,"K004","PR","upland",35.56
2.571,22.36,"K004","PR","upland",37.24
2.591,22.24,"K004","PR","upland",38.99
2.611,22.11,"K004","PR","upland",40.83
2.631,21.98,"K004","PR","upland",42.76
2.651,21.86,"K004","PR","upland",44.77
2.671,21.73,"K004","PR","upland",46.88
2.691,21.61,"K004","PR","upland",49.09
2.711,21.49,"K004","PR","upland",51.4
2.731,21.36,"K004","PR","upland",53.83
2.752,21.24,"K004","PR","upland",56.49
2.772,21.12,"K004","PR","upland",59.16
2.792,21,"K004","PR","upland",61.94
2.812,20.88,"K004","PR","upland",64.86
2.832,20.76,"K004","PR","upland",67.92
2.852,20.64,"K004","PR","upland",71.12
2.872,20.52,"K004","PR","upland",74.47
2.892,20.41,"K004","PR","upland",77.98
2.912,20.29,"K004","PR","upland",81.66
2.932,20.17,"K004","PR","upland",85.51
2.952,20.06,"K004","PR","upland",89.54
2.972,19.94,"K004","PR","upland",93.76
2.992,19.83,"K004","PR","upland",98.17
3.012,19.72,"K004","PR","upland",102.8
3.032,19.6,"K004","PR","upland",107.65
3.052,19.49,"K004","PR","upland",112.72
3.072,19.38,"K004","PR","upland",118.03
3.092,19.27,"K004","PR","upland",123.59
3.112,19.16,"K004","PR","upland",129.42
3.132,19.05,"K004","PR","upland",135.52
3.152,18.94,"K004","PR","upland",141.91
3.172,18.83,"K004","PR","upland",148.59
3.192,18.72,"K004","PR","upland",155.6
3.212,18.62,"K004","PR","upland",162.93
3.232,18.51,"K004","PR","upland",170.61
3.253,18.4,"K004","PR","upland",179.06
3.273,18.3,"K004","PR","upland",187.5
3.293,18.19,"K004","PR","upland",196.34
3.313,18.09,"K004","PR","upland",205.59
3.333,17.99,"K004","PR","upland",215.28
3.353,17.88,"K004","PR","upland",225.42
3.373,17.78,"K004","PR","upland",236.05
3.393,17.68,"K004","PR","upland",247.17
3.413,17.58,"K004","PR","upland",258.82
3.433,17.48,"K004","PR","upland",271.02
3.453,17.38,"K004","PR","upland",283.79
3.473,17.28,"K004","PR","upland",297.17
3.493,17.18,"K004","PR","upland",311.17
3.513,17.08,"K004","PR","upland",325.84
3.533,16.98,"K004","PR","upland",341.19
3.553,16.89,"K004","PR","upland",357.27
3.573,16.79,"K004","PR","upland",374.11
3.593,16.69,"K004","PR","upland",391.74
3.613,16.6,"K004","PR","upland",410.2
3.633,16.5,"K004","PR","upland",429.54
3.653,16.41,"K004","PR","upland",449.78
3.673,16.31,"K004","PR","upland",470.98
3.693,16.22,"K004","PR","upland",493.17
3.713,16.13,"K004","PR","upland",516.42
3.733,16.04,"K004","PR","upland",540.75
3.754,15.94,"K004","PR","upland",567.54
3.774,15.85,"K004","PR","upland",594.29
3.794,15.76,"K004","PR","upland",622.3
3.814,15.67,"K004","PR","upland",651.63
3.834,15.58,"K004","PR","upland",682.34
3.854,15.49,"K004","PR","upland",714.5
3.874,15.4,"K004","PR","upland",748.17
3.894,15.32,"K004","PR","upland",783.43
3.914,15.23,"K004","PR","upland",820.35
3.934,15.14,"K004","PR","upland",859.01
3.954,15.06,"K004","PR","upland",899.5
3.974,14.97,"K004","PR","upland",941.89
3.994,14.88,"K004","PR","upland",986.28
4.014,14.8,"K004","PR","upland",1032.76
4.034,14.71,"K004","PR","upland",1081.43
4.054,14.63,"K004","PR","upland",1132.4
4.074,14.55,"K004","PR","upland",1185.77
4.094,14.46,"K004","PR","upland",1241.65
4.114,14.38,"K004","PR","upland",1300.17
4.134,14.3,"K004","PR","upland",1361.44
4.154,14.22,"K004","PR","upland",1425.61
4.174,14.13,"K004","PR","upland",1492.79
4.194,14.05,"K004","PR","upland",1563.15
4.214,13.97,"K004","PR","upland",1636.82
4.234,13.89,"K004","PR","upland",1713.96
4.255,13.81,"K004","PR","upland",1798.87
4.275,13.73,"K004","PR","upland",1883.65
4.295,13.66,"K004","PR","upland",1972.42
4.315,13.58,"K004","PR","upland",2065.38
4.335,13.5,"K004","PR","upland",2162.72
4.355,13.42,"K004","PR","upland",2264.64
4.375,13.35,"K004","PR","upland",2371.37
4.395,13.27,"K004","PR","upland",2483.13
4.415,13.19,"K004","PR","upland",2600.16
4.435,13.12,"K004","PR","upland",2722.7
4.455,13.04,"K004","PR","upland",2851.02
4.475,12.97,"K004","PR","upland",2985.38
4.495,12.89,"K004","PR","upland",3126.08
4.515,12.82,"K004","PR","upland",3273.41
4.535,12.75,"K004","PR","upland",3427.68
4.555,12.67,"K004","PR","upland",3589.22
4.575,12.6,"K004","PR","upland",3758.37
4.595,12.53,"K004","PR","upland",3935.5
4.615,12.46,"K004","PR","upland",4120.98
4.635,12.39,"K004","PR","upland",4315.19
4.655,12.32,"K004","PR","upland",4518.56
4.675,12.24,"K004","PR","upland",4731.51
4.695,12.17,"K004","PR","upland",4954.5
4.715,12.11,"K004","PR","upland",5188
4.735,12.04,"K004","PR","upland",5432.5
4.756,11.97,"K004","PR","upland",5701.64
4.776,11.9,"K004","PR","upland",5970.35
4.796,11.83,"K004","PR","upland",6251.73
4.816,11.76,"K004","PR","upland",6546.36
4.836,11.7,"K004","PR","upland",6854.88
4.856,11.63,"K004","PR","upland",7177.94
4.876,11.56,"K004","PR","upland",7516.23
4.896,11.5,"K004","PR","upland",7870.46
4.916,11.43,"K004","PR","upland",8241.38
4.936,11.36,"K004","PR","upland",8629.79
4.956,11.3,"K004","PR","upland",9036.49
4.976,11.23,"K004","PR","upland",9462.37
4.996,11.17,"K004","PR","upland",9908.32
5.016,11.11,"K004","PR","upland",10375.28
5.036,11.04,"K004","PR","upland",10864.26
5.056,10.98,"K004","PR","upland",11376.27
5.076,10.92,"K004","PR","upland",11912.42
5.096,10.85,"K004","PR","upland",12473.84
5.116,10.79,"K004","PR","upland",13061.71
5.136,10.73,"K004","PR","upland",13677.29
5.156,10.67,"K004","PR","upland",14321.88
5.176,10.61,"K004","PR","upland",14996.85
5.196,10.55,"K004","PR","upland",15703.63
5.216,10.49,"K004","PR","upland",16443.72
5.236,10.43,"K004","PR","upland",17218.69
5.257,10.37,"K004","PR","upland",18071.74
5.277,10.31,"K004","PR","upland",18923.44
5.297,10.25,"K004","PR","upland",19815.27
5.317,10.19,"K004","PR","upland",20749.14
5.337,10.13,"K004","PR","upland",21727.01
5.357,10.07,"K004","PR","upland",22750.97
5.377,10.02,"K004","PR","upland",23823.19
5.397,9.96,"K004","PR","upland",24945.95
5.417,9.9,"K004","PR","upland",26121.61
5.437,9.85,"K004","PR","upland",27352.69
5.457,9.79,"K004","PR","upland",28641.78
5.477,9.73,"K004","PR","upland",29991.63
5.497,9.68,"K004","PR","upland",31405.09
5.517,9.62,"K004","PR","upland",32885.16
5.537,9.57,"K004","PR","upland",34434.99
5.557,9.51,"K004","PR","upland",36057.86
5.577,9.46,"K004","PR","upland",37757.22
5.597,9.4,"K004","PR","upland",39536.66
5.617,9.35,"K004","PR","upland",41399.97
5.637,9.3,"K004","PR","upland",43351.09
5.657,9.24,"K004","PR","upland",45394.16
5.677,9.19,"K004","PR","upland",47533.52
5.697,9.14,"K004","PR","upland",49773.71
5.717,9.09,"K004","PR","upland",52119.47
5.737,9.03,"K004","PR","upland",54575.79
5.758,8.98,"K004","PR","upland",57279.6
5.778,8.93,"K004","PR","upland",59979.11
5.798,8.88,"K004","PR","upland",62805.84
5.818,8.83,"K004","PR","upland",65765.78
5.838,8.78,"K004","PR","upland",68865.23
5.858,8.73,"K004","PR","upland",72110.75
5.878,8.68,"K004","PR","upland",75509.22
5.898,8.63,"K004","PR","upland",79067.86
5.918,8.58,"K004","PR","upland",82794.22
5.938,8.53,"K004","PR","upland",86696.19
5.958,8.48,"K004","PR","upland",90782.05
5.978,8.43,"K004","PR","upland",95060.48
5.998,8.38,"K004","PR","upland",99540.54
6.018,8.34,"K004","PR","upland",104231.74
6.038,8.29,"K004","PR","upland",109144.03
6.058,8.24,"K004","PR","upland",114287.83
6.078,8.19,"K004","PR","upland",119674.05
6.098,8.15,"K004","PR","upland",125314.12
6.118,8.1,"K004","PR","upland",131219.99
6.138,8.05,"K004","PR","upland",137404.2
6.158,8.01,"K004","PR","upland",143879.86
6.178,7.96,"K004","PR","upland",150660.71
6.198,7.92,"K004","PR","upland",157761.13
6.218,7.87,"K004","PR","upland",165196.18
6.238,7.83,"K004","PR","upland",172981.64
6.259,7.78,"K004","PR","upland",181551.57
6.279,7.74,"K004","PR","upland",190107.83
6.299,7.69,"K004","PR","upland",199067.33
6.319,7.65,"K004","PR","upland",208449.09
6.339,7.6,"K004","PR","upland",218272.99
6.359,7.56,"K004","PR","upland",228559.88
6.379,7.52,"K004","PR","upland",239331.58
6.399,7.47,"K004","PR","upland",250610.93
6.419,7.43,"K004","PR","upland",262421.85
6.439,7.39,"K004","PR","upland",274789.42
6.459,7.35,"K004","PR","upland",287739.84
6.479,7.3,"K004","PR","upland",301300.6
6.499,7.26,"K004","PR","upland",315500.46
6.519,7.22,"K004","PR","upland",330369.54
6.539,7.18,"K004","PR","upland",345939.38
6.559,7.14,"K004","PR","upland",362243
6.579,7.1,"K004","PR","upland",379314.98
6.599,7.06,"K004","PR","upland",397191.55
6.619,7.02,"K004","PR","upland",415910.61
6.639,6.98,"K004","PR","upland",435511.87
6.659,6.94,"K004","PR","upland",456036.92
6.679,6.9,"K004","PR","upland",477529.27
6.699,6.86,"K004","PR","upland",500034.53
6.719,6.82,"K004","PR","upland",523600.44
6.739,6.78,"K004","PR","upland",548276.96
6.76,6.74,"K004","PR","upland",575439.94
6.78,6.7,"K004","PR","upland",602559.59
6.8,6.66,"K004","PR","upland",630957.34
6.82,6.63,"K004","PR","upland",660693.45
6.84,6.59,"K004","PR","upland",691830.97
6.86,6.55,"K004","PR","upland",724435.96
6.88,6.51,"K004","PR","upland",758577.58
6.9,6.48,"K004","PR","upland",794328.23
6.92,6.44,"K004","PR","upland",831763.77
6.94,6.4,"K004","PR","upland",870963.59
6.96,6.36,"K004","PR","upland",912010.84
6.98,6.33,"K004","PR","upland",954992.59
7,6.29,"K004","PR","upland",1e+06
-3,63.41,"K004","PR","wetland",0
-2.98,63.41,"K004","PR","wetland",0
-2.96,63.41,"K004","PR","wetland",0
-2.94,63.41,"K004","PR","wetland",0
-2.92,63.41,"K004","PR","wetland",0
-2.9,63.41,"K004","PR","wetland",0
-2.88,63.41,"K004","PR","wetland",0
-2.86,63.41,"K004","PR","wetland",0
-2.84,63.41,"K004","PR","wetland",0
-2.82,63.41,"K004","PR","wetland",0
-2.8,63.41,"K004","PR","wetland",0
-2.78,63.41,"K004","PR","wetland",0
-2.76,63.41,"K004","PR","wetland",0
-2.739,63.41,"K004","PR","wetland",0
-2.719,63.41,"K004","PR","wetland",0
-2.699,63.41,"K004","PR","wetland",0
-2.679,63.41,"K004","PR","wetland",0
-2.659,63.41,"K004","PR","wetland",0
-2.639,63.41,"K004","PR","wetland",0
-2.619,63.41,"K004","PR","wetland",0
-2.599,63.41,"K004","PR","wetland",0
-2.579,63.41,"K004","PR","wetland",0
-2.559,63.41,"K004","PR","wetland",0
-2.539,63.41,"K004","PR","wetland",0
-2.519,63.41,"K004","PR","wetland",0
-2.499,63.41,"K004","PR","wetland",0
-2.479,63.41,"K004","PR","wetland",0
-2.459,63.41,"K004","PR","wetland",0
-2.439,63.41,"K004","PR","wetland",0
-2.419,63.41,"K004","PR","wetland",0
-2.399,63.41,"K004","PR","wetland",0
-2.379,63.41,"K004","PR","wetland",0
-2.359,63.41,"K004","PR","wetland",0
-2.339,63.41,"K004","PR","wetland",0
-2.319,63.41,"K004","PR","wetland",0
-2.299,63.41,"K004","PR","wetland",0
-2.279,63.41,"K004","PR","wetland",0
-2.259,63.41,"K004","PR","wetland",0
-2.238,63.41,"K004","PR","wetland",0
-2.218,63.41,"K004","PR","wetland",0
-2.198,63.41,"K004","PR","wetland",0
-2.178,63.41,"K004","PR","wetland",0
-2.158,63.41,"K004","PR","wetland",0
-2.138,63.41,"K004","PR","wetland",0
-2.118,63.41,"K004","PR","wetland",0
-2.098,63.41,"K004","PR","wetland",0
-2.078,63.41,"K004","PR","wetland",0
-2.058,63.41,"K004","PR","wetland",0
-2.038,63.41,"K004","PR","wetland",0
-2.018,63.41,"K004","PR","wetland",0
-1.998,63.41,"K004","PR","wetland",0
-1.978,63.41,"K004","PR","wetland",0
-1.958,63.41,"K004","PR","wetland",0
-1.938,63.41,"K004","PR","wetland",0
-1.918,63.41,"K004","PR","wetland",0
-1.898,63.41,"K004","PR","wetland",0
-1.878,63.41,"K004","PR","wetland",0
-1.858,63.41,"K004","PR","wetland",0
-1.838,63.41,"K004","PR","wetland",0
-1.818,63.41,"K004","PR","wetland",0
-1.798,63.41,"K004","PR","wetland",0
-1.778,63.41,"K004","PR","wetland",0
-1.758,63.41,"K004","PR","wetland",0
-1.737,63.41,"K004","PR","wetland",0
-1.717,63.41,"K004","PR","wetland",0
-1.697,63.41,"K004","PR","wetland",0
-1.677,63.41,"K004","PR","wetland",0
-1.657,63.41,"K004","PR","wetland",0
-1.637,63.41,"K004","PR","wetland",0
-1.617,63.41,"K004","PR","wetland",0
-1.597,63.41,"K004","PR","wetland",0
-1.577,63.41,"K004","PR","wetland",0
-1.557,63.41,"K004","PR","wetland",0
-1.537,63.41,"K004","PR","wetland",0
-1.517,63.41,"K004","PR","wetland",0
-1.497,63.41,"K004","PR","wetland",0
-1.477,63.41,"K004","PR","wetland",0
-1.457,63.4,"K004","PR","wetland",0
-1.437,63.4,"K004","PR","wetland",0
-1.417,63.4,"K004","PR","wetland",0
-1.397,63.4,"K004","PR","wetland",0
-1.377,63.4,"K004","PR","wetland",0
-1.357,63.4,"K004","PR","wetland",0
-1.337,63.4,"K004","PR","wetland",0
-1.317,63.4,"K004","PR","wetland",0
-1.297,63.4,"K004","PR","wetland",0.01
-1.277,63.4,"K004","PR","wetland",0.01
-1.257,63.4,"K004","PR","wetland",0.01
-1.236,63.4,"K004","PR","wetland",0.01
-1.216,63.4,"K004","PR","wetland",0.01
-1.196,63.4,"K004","PR","wetland",0.01
-1.176,63.4,"K004","PR","wetland",0.01
-1.156,63.39,"K004","PR","wetland",0.01
-1.136,63.39,"K004","PR","wetland",0.01
-1.116,63.39,"K004","PR","wetland",0.01
-1.096,63.39,"K004","PR","wetland",0.01
-1.076,63.39,"K004","PR","wetland",0.01
-1.056,63.39,"K004","PR","wetland",0.01
-1.036,63.39,"K004","PR","wetland",0.01
-1.016,63.39,"K004","PR","wetland",0.01
-0.996,63.38,"K004","PR","wetland",0.01
-0.976,63.38,"K004","PR","wetland",0.01
-0.956,63.38,"K004","PR","wetland",0.01
-0.936,63.38,"K004","PR","wetland",0.01
-0.916,63.38,"K004","PR","wetland",0.01
-0.896,63.37,"K004","PR","wetland",0.01
-0.876,63.37,"K004","PR","wetland",0.01
-0.856,63.37,"K004","PR","wetland",0.01
-0.836,63.37,"K004","PR","wetland",0.01
-0.816,63.37,"K004","PR","wetland",0.02
-0.796,63.36,"K004","PR","wetland",0.02
-0.776,63.36,"K004","PR","wetland",0.02
-0.756,63.36,"K004","PR","wetland",0.02
-0.735,63.35,"K004","PR","wetland",0.02
-0.715,63.35,"K004","PR","wetland",0.02
-0.695,63.35,"K004","PR","wetland",0.02
-0.675,63.34,"K004","PR","wetland",0.02
-0.655,63.34,"K004","PR","wetland",0.02
-0.635,63.33,"K004","PR","wetland",0.02
-0.615,63.33,"K004","PR","wetland",0.02
-0.595,63.32,"K004","PR","wetland",0.03
-0.575,63.32,"K004","PR","wetland",0.03
-0.555,63.31,"K004","PR","wetland",0.03
-0.535,63.31,"K004","PR","wetland",0.03
-0.515,63.3,"K004","PR","wetland",0.03
-0.495,63.3,"K004","PR","wetland",0.03
-0.475,63.29,"K004","PR","wetland",0.03
-0.455,63.28,"K004","PR","wetland",0.04
-0.435,63.27,"K004","PR","wetland",0.04
-0.415,63.27,"K004","PR","wetland",0.04
-0.395,63.26,"K004","PR","wetland",0.04
-0.375,63.25,"K004","PR","wetland",0.04
-0.355,63.24,"K004","PR","wetland",0.04
-0.335,63.23,"K004","PR","wetland",0.05
-0.315,63.22,"K004","PR","wetland",0.05
-0.295,63.21,"K004","PR","wetland",0.05
-0.275,63.19,"K004","PR","wetland",0.05
-0.255,63.18,"K004","PR","wetland",0.06
-0.234,63.17,"K004","PR","wetland",0.06
-0.214,63.15,"K004","PR","wetland",0.06
-0.194,63.14,"K004","PR","wetland",0.06
-0.174,63.12,"K004","PR","wetland",0.07
-0.154,63.11,"K004","PR","wetland",0.07
-0.134,63.09,"K004","PR","wetland",0.07
-0.114,63.07,"K004","PR","wetland",0.08
-0.094,63.05,"K004","PR","wetland",0.08
-0.074,63.03,"K004","PR","wetland",0.08
-0.054,63.01,"K004","PR","wetland",0.09
-0.034,62.99,"K004","PR","wetland",0.09
-0.014,62.96,"K004","PR","wetland",0.1
0.006,62.94,"K004","PR","wetland",0.1
0.026,62.91,"K004","PR","wetland",0.11
0.046,62.88,"K004","PR","wetland",0.11
0.066,62.85,"K004","PR","wetland",0.12
0.086,62.82,"K004","PR","wetland",0.12
0.106,62.78,"K004","PR","wetland",0.13
0.126,62.75,"K004","PR","wetland",0.13
0.146,62.71,"K004","PR","wetland",0.14
0.166,62.67,"K004","PR","wetland",0.15
0.186,62.63,"K004","PR","wetland",0.15
0.206,62.59,"K004","PR","wetland",0.16
0.226,62.54,"K004","PR","wetland",0.17
0.246,62.49,"K004","PR","wetland",0.18
0.267,62.44,"K004","PR","wetland",0.18
0.287,62.39,"K004","PR","wetland",0.19
0.307,62.33,"K004","PR","wetland",0.2
0.327,62.27,"K004","PR","wetland",0.21
0.347,62.21,"K004","PR","wetland",0.22
0.367,62.14,"K004","PR","wetland",0.23
0.387,62.07,"K004","PR","wetland",0.24
0.407,62,"K004","PR","wetland",0.26
0.427,61.92,"K004","PR","wetland",0.27
0.447,61.84,"K004","PR","wetland",0.28
0.467,61.75,"K004","PR","wetland",0.29
0.487,61.67,"K004","PR","wetland",0.31
0.507,61.57,"K004","PR","wetland",0.32
0.527,61.48,"K004","PR","wetland",0.34
0.547,61.37,"K004","PR","wetland",0.35
0.567,61.27,"K004","PR","wetland",0.37
0.587,61.15,"K004","PR","wetland",0.39
0.607,61.04,"K004","PR","wetland",0.4
0.627,60.91,"K004","PR","wetland",0.42
0.647,60.79,"K004","PR","wetland",0.44
0.667,60.65,"K004","PR","wetland",0.46
0.687,60.51,"K004","PR","wetland",0.49
0.707,60.37,"K004","PR","wetland",0.51
0.727,60.22,"K004","PR","wetland",0.53
0.747,60.06,"K004","PR","wetland",0.56
0.768,59.89,"K004","PR","wetland",0.59
0.788,59.72,"K004","PR","wetland",0.61
0.808,59.55,"K004","PR","wetland",0.64
0.828,59.36,"K004","PR","wetland",0.67
0.848,59.17,"K004","PR","wetland",0.7
0.868,58.97,"K004","PR","wetland",0.74
0.888,58.77,"K004","PR","wetland",0.77
0.908,58.55,"K004","PR","wetland",0.81
0.928,58.33,"K004","PR","wetland",0.85
0.948,58.11,"K004","PR","wetland",0.89
0.968,57.87,"K004","PR","wetland",0.93
0.988,57.63,"K004","PR","wetland",0.97
1.008,57.38,"K004","PR","wetland",1.02
1.028,57.13,"K004","PR","wetland",1.07
1.048,56.86,"K004","PR","wetland",1.12
1.068,56.59,"K004","PR","wetland",1.17
1.088,56.31,"K004","PR","wetland",1.22
1.108,56.03,"K004","PR","wetland",1.28
1.128,55.74,"K004","PR","wetland",1.34
1.148,55.44,"K004","PR","wetland",1.41
1.168,55.13,"K004","PR","wetland",1.47
1.188,54.82,"K004","PR","wetland",1.54
1.208,54.5,"K004","PR","wetland",1.61
1.228,54.18,"K004","PR","wetland",1.69
1.248,53.85,"K004","PR","wetland",1.77
1.269,53.51,"K004","PR","wetland",1.86
1.289,53.17,"K004","PR","wetland",1.95
1.309,52.82,"K004","PR","wetland",2.04
1.329,52.46,"K004","PR","wetland",2.13
1.349,52.11,"K004","PR","wetland",2.23
1.369,51.74,"K004","PR","wetland",2.34
1.389,51.38,"K004","PR","wetland",2.45
1.409,51,"K004","PR","wetland",2.56
1.429,50.63,"K004","PR","wetland",2.69
1.449,50.25,"K004","PR","wetland",2.81
1.469,49.87,"K004","PR","wetland",2.94
1.489,49.48,"K004","PR","wetland",3.08
1.509,49.09,"K004","PR","wetland",3.23
1.529,48.7,"K004","PR","wetland",3.38
1.549,48.31,"K004","PR","wetland",3.54
1.569,47.91,"K004","PR","wetland",3.71
1.589,47.52,"K004","PR","wetland",3.88
1.609,47.12,"K004","PR","wetland",4.06
1.629,46.72,"K004","PR","wetland",4.26
1.649,46.32,"K004","PR","wetland",4.46
1.669,45.91,"K004","PR","wetland",4.67
1.689,45.51,"K004","PR","wetland",4.89
1.709,45.11,"K004","PR","wetland",5.12
1.729,44.71,"K004","PR","wetland",5.36
1.749,44.3,"K004","PR","wetland",5.61
1.77,43.9,"K004","PR","wetland",5.89
1.79,43.5,"K004","PR","wetland",6.17
1.81,43.1,"K004","PR","wetland",6.46
1.83,42.7,"K004","PR","wetland",6.76
1.85,42.3,"K004","PR","wetland",7.08
1.87,41.9,"K004","PR","wetland",7.41
1.89,41.5,"K004","PR","wetland",7.76
1.91,41.11,"K004","PR","wetland",8.13
1.93,40.71,"K004","PR","wetland",8.51
1.95,40.32,"K004","PR","wetland",8.91
1.97,39.93,"K004","PR","wetland",9.33
1.99,39.54,"K004","PR","wetland",9.77
2.01,39.15,"K004","PR","wetland",10.23
2.03,38.77,"K004","PR","wetland",10.72
2.05,38.39,"K004","PR","wetland",11.22
2.07,38.01,"K004","PR","wetland",11.75
2.09,37.63,"K004","PR","wetland",12.3
2.11,37.25,"K004","PR","wetland",12.88
